trajectory_id,time_s,time_min,dataset_split,recipe_stage,product,batch_number,season,disturbance_type,source_row_index,window_start_time_min,window_end_time_min,future_time_min,T_K,dTdt_K_min,feed_rate_kg_s,viscosity_proxy,U_kW_m2_K,reaction_rate_kg_s,Q_feed_kW,Q_reaction_kW,Q_jacket_kW,Q_loss_kW,conversion_proxy,solids_fraction,valve_actual_pct
0,2860.0,47.66666666666666,baseline,feed,A,1,summer,none,143,26.666666666666668,47.66666666666666,50.333333333333336,354.90302361304833,0.0393799386634268,0.0027391979483388,1.852486479918712,0.9721176808971764,0.0026442482795738,-0.2782396868187307,1.7836512345037312,-1.0188365650312472,-0.3441897898298701,0.9821588090860902,0.2178683134312614,50.44904061529613
0,3020.0,50.333333333333336,baseline,feed,A,1,summer,none,151,29.33333333333333,50.333333333333336,53.0,355.27810242368787,-0.7476251151940417,0.0027838602448218,2.049419987896726,0.9711360765666356,0.0027959706307245,-0.2845253314992184,1.8859940292489423,-3.9755483945288095,-0.3463186133830526,0.9823838437511828,0.2240285598039454,49.53316496396823
0,3180.0,53.0,baseline,feed,A,1,summer,none,159,32.0,53.0,55.66666666666666,355.0736227157884,0.3780601908405324,0.0027957157416551,2.270321307311112,0.9700361854112358,0.0028156038729291,-0.2847794839087952,1.8992374364456224,0.1152085002827388,-0.3451580540393185,0.983132119741894,0.2302703004236852,50.31066264600779
0,3340.0,55.66666666666666,baseline,feed,A,1,summer,none,167,34.666666666666664,55.66666666666666,58.333333333333336,355.13467585024813,-0.2751552217378255,0.0027988627541519,2.5131519523425063,0.9688285431105448,0.0028242035278468,-0.2853862703714561,1.905038247673816,-2.288277052837824,-0.3455045714829778,0.9839956238849148,0.2364664197344685,49.94840476499351
0,3500.0,58.333333333333336,baseline,feed,A,1,summer,none,175,37.333333333333336,58.333333333333336,61.0,355.29655157347577,0.3267667203724443,0.0027996981208846,2.7772106247793515,0.9675170361287166,0.0028437507689984,-0.2862305638987812,1.918223643720241,-0.0735296315714687,-0.3464233246690292,0.9847635148105764,0.2425584519516273,49.043461513034586
0,3660.0,61.0,baseline,feed,A,1,summer,none,183,40.0,61.0,63.66666666666666,354.8636823850578,0.1362521145042581,0.0027999198669307,3.0647352383128035,0.966090999235826,0.0028045879565447,-0.2842231359844693,1.8918067602076984,-0.7550241075268308,-0.3439665020024011,0.9855211114298084,0.2485654112059785,50.61953116111286
0,3820.0,63.66666666666666,baseline,feed,A,1,summer,none,191,42.66666666666666,63.66666666666666,66.33333333333333,355.2794405655061,-0.9246214470668556,0.0027999787288737,3.377003530095806,0.9645446218891732,0.0028268279443365,-0.2861790021822458,1.906808521572809,-4.747443508233056,-0.3463262082344263,0.9862428116791204,0.2544817284840518,49.55563618700844
0,3980.0,66.33333333333333,baseline,feed,A,1,summer,none,199,45.333333333333336,66.33333333333333,69.0,355.1620078614727,0.3056651827357878,0.0027999943536318,3.714194139371292,0.9628776065520808,0.0028203283008345,-0.285629840879414,1.902424252044921,-0.1157810733274822,-0.3456596989591249,0.986839407971515,0.2602849569681885,50.28662095028755
0,4140.0,69.0,baseline,feed,A,1,summer,none,207,48.0,69.0,71.66666666666667,355.19579518185583,-0.2549681884937457,0.0027999985011854,4.079421587470613,0.9610752318906676,0.0028187635467169,-0.2857887264227133,1.901368762802452,-2.239455692443443,-0.3458514646398037,0.9874196599121692,0.2660040714018273,49.93827733346558
0,4300.0,71.66666666666667,baseline,feed,A,1,summer,none,215,50.66666666666666,71.66666666666667,74.33333333333333,355.33490095891074,0.3132520109512946,0.0027999996021433,4.473080020087714,0.9591363298795716,0.0028351302543207,-0.2864412447963743,1.9124087617495145,-0.0805646529293607,-0.3466409831254609,0.987913236204877,0.2716212667238167,49.04333327527482
0,4460.0,74.33333333333333,baseline,feed,A,1,summer,none,223,53.333333333333336,74.33333333333333,77.0,354.9269774123303,0.1123664142127943,0.0027999998943899,4.898569295417605,0.9570450486937616,0.0027984213157634,-0.2845281133320311,1.887647114335084,-0.8261439218638171,-0.3443257436898407,0.9884092559085887,0.2771618745338816,50.61064391493221
0,4620.0,77.0,baseline,feed,A,1,summer,none,231,56.0,77.0,79.66666666666667,355.3271082331738,-0.8733925022657446,0.002799999971966,5.3575411642316295,0.954794312291119,0.0028201607818793,-0.286404734746067,1.9023112538088656,-4.6527133318307845,-0.3465967541857777,0.9888912757532492,0.282622969037467,49.55605608352789
0,4780.0,79.66666666666667,baseline,feed,A,1,summer,none,239,58.66666666666666,79.66666666666667,82.33333333333333,355.2017974229303,0.3030570185934664,0.0027999999925584,5.849961302419957,0.9523854355931078,0.0028141544321819,-0.2858170291539295,1.898259730683986,-0.0854359007233225,-0.345885531379403,0.98928557317293,0.2879845491860761,50.29558037268766
0,4940.0,82.33333333333333,baseline,feed,A,1,summer,none,247,61.333333333333336,82.33333333333333,85.0,355.22995948567865,-0.2437151530192061,0.0027999999980246,6.380012981529288,0.9497992600543588,0.0028125979549497,-0.2859491097861021,1.8972098245318243,-2.220788009525453,-0.3460453699540817,0.989681231461984,0.293273273931573,49.94386162299007
0,5100.0,85.0,baseline,feed,A,1,summer,none,255,64.0,85.0,87.66666666666667,355.3648789905597,0.2916070985063752,0.0027999999994756,6.947851375567902,0.9470365103124542,0.0028290020212065,-0.2865818824120575,1.9082750233846768,-0.1246838258925297,-0.34681112854035,0.9900166320658584,0.2984721961941909,49.03727954629372
0,5260.0,87.66666666666667,baseline,feed,A,1,summer,none,263,66.66666666666667,87.66666666666667,90.33333333333331,354.9845045816812,0.0886921792352327,0.0027999999998608,7.557868564606831,0.9440774978154556,0.0027951135649181,-0.2847979264739277,1.885415904079885,-0.9040495266325118,-0.3446522489191107,0.9903627100478308,0.3036037057891577,50.59858493447772
