trajectory_id,dataset_split,product,season,batch_number,disturbance_type,T_min_K,T_max_K,final_monomer_added_kg,max_reaction_heat_kW,min_U_kW_m2_K,max_viscosity,max_valve_pct,min_valve_pct,max_feed_rate_kg_s,mean_abs_T_error_K,p95_abs_T_error_K,within_0p5K_pct,within_1p0K_pct
45,train,A,summer,4,none,294.26,355.815913526829,45.00014699839405,1.6479496533659272,0.2,578.2666675095927,51.487617901839215,46.31137200150884,0.0024072298145268,0.18910239283446237,0.4908562486787899,95.2067106051528,100.0
46,train,A,winter,4,none,277.26,355.824287883368,45.00055346049641,1.999495698752894,0.205594356175358,578.283488937459,51.50167309978583,46.91673060144427,0.0029120546446428,0.2253642428853369,0.5814555838817168,92.08459214501511,100.0
47,train,A,summer,4,none,294.26,355.8304672909016,45.00112192695349,1.8000266509313678,0.2031235438653932,578.307015502001,51.28433637289836,47.67598459111184,0.0026282733685061,0.11378733828112976,0.39142629653453564,98.33333333333333,100.0
48,train,A,winter,5,none,277.26,355.73132919214737,45.00060952429904,2.1738478910057144,0.213296996211967,578.2912934830697,51.5323001273532,47.47715120429849,0.0031717071946002,0.3246351618049977,1.084759395695323,74.96984318455972,92.88299155609168
49,train,A,summer,1,none,294.26,355.8515946341246,45.00245125592412,2.2211448150812614,0.2,578.3620338194442,51.34277333918603,46.69898509450075,0.0032397084651134,0.07513593100334141,0.3213541983098622,99.28400954653938,100.0
50,train,B,winter,2,none,277.26,355.8120744961475,45.00048006270959,2.1480457410981137,0.2163505105366552,2320.008921453576,51.44324776466856,47.24634688995965,0.0031381270702415,0.21280751153679842,0.5916937305722059,91.68173598553345,98.73417721518987
51,train,A,summer,4,none,294.26,355.78655766347987,45.00144244170467,2.299339338246789,0.2,578.3202806349072,51.64689042267858,46.73693839542837,0.0033823038560265,0.2801066755358385,1.0218377074284368,77.6386404293381,94.63327370304114
52,train,B,winter,4,none,277.26,355.79014934704304,45.000192452159865,2.123591594089284,0.2,2319.720993084681,51.47770106783808,47.47403393294462,0.0030886729840236,0.21496260323791075,0.9774755293198325,88.55239248940036,95.15445184736522
53,train,B,summer,1,none,294.26,355.79515582925575,45.002282892603134,2.1536466911069034,0.2,2320.1378965320096,51.11346325610602,46.818249347532905,0.0031444191955215,0.09298799789626079,0.4225060425234005,97.376267143709,100.0
54,train,B,winter,3,none,277.26,355.7723316101634,45.000207541385976,1.7042810038321898,0.2,2319.724002173523,51.19165790013999,47.77344700009837,0.0025169619720641,0.18525456003330928,0.6392779459976623,90.89242053789731,99.08312958435208
55,train,A,winter,3,cooling_water,277.26,355.89591307485074,45.00090229858187,2.149616805621505,0.2,578.2979258762344,52.3747273748479,46.8995406697186,0.0031540914866418,0.26810738273335666,0.8388725698306357,85.55018137847642,97.1584038694075
56,train,B,winter,3,cooling_water,277.26,355.8475451069016,45.00209655622347,2.089750673329079,0.212521516332555,2320.100732525561,51.50413202652759,47.68082148084898,0.003063546111854,0.0984739820256017,0.26776670431313787,99.63942307692307,100.0
57,train,A,summer,2,none,294.26,355.85590611243504,45.000001140013886,1.643075509765108,0.2,578.2606312484186,51.2148714026446,47.61481943073001,0.0024023225117523,0.09639299900655132,0.28702096561210055,99.69824984912492,100.0
58,train,A,summer,1,none,294.26,355.81734833026854,45.00119219561217,2.45482706427635,0.2,578.4435151766984,51.54243959345908,46.75735708115796,0.0035656012733749,0.33753977028015414,1.270172831948207,78.13620071684588,90.02389486260454
59,train,A,summer,5,cooling_water,294.26,355.83177847074774,45.00120990226617,2.0644380274684893,0.2035393154134128,578.3106565114813,51.45783083680817,46.81681676710441,0.0030135489984492,0.1158860955225092,0.3699444479905677,98.09523809523809,100.0
60,train,A,winter,4,pulse_feed,277.26,355.8046381036556,45.00104289141469,2.1189517635892043,0.2,578.3037444944365,51.291167010765975,47.46133808458227,0.0031213061474525,0.09985378657405619,0.3612463049115148,98.18071558520315,99.87871437234688
61,train,A,winter,4,none,277.26,355.82118839219487,45.00000667866072,1.933126030231589,0.2,578.2608604611423,51.3898429893145,47.3571313831043,0.0028205004156591,0.17040439791957038,0.4935071709042858,95.34598897734232,100.0
62,train,B,winter,1,none,277.26,355.81231032272444,45.00001158496436,1.8409642986601813,0.2,2319.684924835686,51.77989708628662,46.52675989688304,0.0026872875110238,0.2168973809317239,0.6880134194569844,92.19035997559487,97.3764490543014
63,train,B,winter,1,cooling_water,277.26,355.81561782502143,45.000004769742,1.7543912033903926,0.2,2319.6920225777067,51.53047180631991,47.48733217833477,0.0025778814954849,0.16412412807214619,0.528344960782467,94.13919413919413,99.63369963369964
64,train,A,winter,3,feed_temp,277.26,355.8050367884507,45.00032486943456,1.733608021711676,0.2070160825153607,578.2740286567081,51.1956293167114,47.590234396516735,0.002563726945568,0.2386547908831706,0.6458480796640629,88.62131246237207,99.578567128236
