feature,between_within_ratio
U_kW_m2_K,8.215991908550022
solids_fraction,5.893170648335917
feed_rate_kg_s,4.8215914020158515
Q_feed_kW,4.734841140967011
Q_reaction_kW,4.687541342181505
reaction_rate_kg_s,4.687541341893171
viscosity_proxy,3.514782347759101
Q_loss_kW,2.148768500906966
conversion_proxy,1.3863941372842528
Q_jacket_kW,0.17653427852592682
T_K,0.13749270433280017
dTdt_K_min,0.041553431846165986
valve_actual_pct,0.03886930583706597
